candidate_id,file_name,file_type,raw_text,cleaned_text,candidate_name,current_position,years_of_experience,education,gpa,technical_skills,soft_skills,programming_languages,frameworks,libraries,databases,cloud_platforms,devops_tools,operating_systems,testing_tools,certifications,projects,work_experience,achievements,industries,domains,spoken_languages,keywords
R2701,R2701.docx,docx,"Resume R2701
Resume Id
R2701
Resume Text
Professional
Resume Skills
Flask, Docker, Django, React, Kubernetes, Data Analysis, NLP, Deep Learning
Experience Years
3
Education Level
PhD
Projects
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React
Job Role
Data Scientist
Cleaned Text
professional",resume r2701 resume id r2701 resume text professional resume skill flask docker django react kubernetes data analysis nlp deep learning experience year education level phd project designed scalable backend system using node.js developed web application using flask react job role data scientist cleaned text professional,Experience Years,,3,[],,"['Deep Learning', 'Django', 'Docker', 'Flask', 'JavaScript', 'Kubernetes', 'Node.js', 'React']",[],['JavaScript'],"['Django', 'Flask', 'Node.js', 'React']",[],[],[],"['Docker', 'Kubernetes']",[],[],[],"[{'project_name': 'Designed scalable backend systems using Node.js', 'role': None, 'technologies': ['Flask', 'JavaScript', 'Node.js', 'React'], 'description': 'Developed a web application using Flask and React Job Role Data Scientist Cleaned Text professional'}]",[],[],['Education'],['Data Science'],[],"['Data Science', 'Deep Learning', 'Django', 'Docker', 'Flask', 'JavaScript', 'Kubernetes', 'Node.js', 'React']"
R5902,R5902.docx,docx,"Resume R5902
Resume Id
R5902
Resume Text
Professional
Resume Skills
React, Node.js, Docker, NLP, Deep Learning
Experience Years
8
Education Level
Bachelors
Projects
- Built a machine learning model for predicting customer churn
Job Role
Data Scientist
Cleaned Text
professional",resume r5902 resume id r5902 resume text professional resume skill react node.js docker nlp deep learning experience year education level bachelor project built machine learning model predicting customer churn job role data scientist cleaned text professional,Experience Years,,8,[],,"['Deep Learning', 'Docker', 'JavaScript', 'Machine Learning', 'Node.js', 'React']",[],['JavaScript'],"['Node.js', 'React']",[],[],[],['Docker'],[],[],[],"[{'project_name': 'Built a machine learning model for predicting customer churn', 'role': None, 'technologies': ['Machine Learning'], 'description': 'Job Role Data Scientist Cleaned Text professional'}]",[],[],['Education'],['Data Science'],[],"['Data Science', 'Deep Learning', 'Docker', 'JavaScript', 'Machine Learning', 'Node.js', 'React']"
R3309,R3309.docx,docx,"Resume R3309
Resume Id
R3309
Resume Text
Professional
Resume Skills
C++, PyTorch, Data Analysis, Deep Learning, TensorFlow, Cloud Computing, Python, Docker
Experience Years
8
Education Level
Bachelors
Projects
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js
Job Role
Frontend Developer
Cleaned Text
professional",resume r3309 resume id r3309 resume text professional resume skill c++ pytorch data analysis deep learning tensorflow cloud computing python docker experience year education level bachelor project built machine learning model predicting customer churn implemented deep learning model using tensorflow designed scalable backend system using node.js job role frontend developer cleaned text professional,Experience Years,,8,[],,"['C', 'C++', 'Deep Learning', 'Docker', 'JavaScript', 'Machine Learning', 'Node.js', 'Python', 'PyTorch', 'TensorFlow']",[],"['C', 'C++', 'JavaScript', 'Python']",['Node.js'],"['PyTorch', 'TensorFlow']",[],[],['Docker'],[],[],[],"[{'project_name': 'Built a machine learning model for predicting customer churn', 'role': None, 'technologies': ['Deep Learning', 'JavaScript', 'Machine Learning', 'Node.js', 'TensorFlow'], 'description': 'Implemented deep learning models using TensorFlow Designed scalable backend systems using Node.js Job Role Frontend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['C', 'C++', 'Deep Learning', 'Docker', 'JavaScript', 'Machine Learning', 'Node.js', 'Python', 'PyTorch', 'TensorFlow']"
R5408,R5408.docx,docx,"Resume R5408
Resume Id
R5408
Resume Text
Professional
Resume Skills
Kubernetes, Deep Learning, C++, React, PyTorch, SQL
Experience Years
7
Education Level
PhD
Projects
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn
Job Role
Data Scientist
Cleaned Text
professional",resume r5408 resume id r5408 resume text professional resume skill kubernetes deep learning c++ react pytorch sql experience year education level phd project designed scalable backend system using node.js built machine learning model predicting customer churn job role data scientist cleaned text professional,Experience Years,,7,[],,"['C', 'C++', 'Deep Learning', 'JavaScript', 'Kubernetes', 'Machine Learning', 'Node.js', 'PyTorch', 'React', 'SQL']",[],"['C', 'C++', 'JavaScript', 'SQL']","['Node.js', 'React']",['PyTorch'],[],[],['Kubernetes'],[],[],[],"[{'project_name': 'Designed scalable backend systems using Node.js', 'role': None, 'technologies': ['JavaScript', 'Machine Learning', 'Node.js'], 'description': 'Built a machine learning model for predicting customer churn Job Role Data Scientist Cleaned Text professional'}]",[],[],['Education'],['Data Science'],[],"['C', 'C++', 'Data Science', 'Deep Learning', 'JavaScript', 'Kubernetes', 'Machine Learning', 'Node.js', 'PyTorch', 'React', 'SQL']"
R3339,R3339.docx,docx,"Resume R3339
Resume Id
R3339
Resume Text
Professional
Resume Skills
NLP, Python, Django, Kubernetes
Experience Years
4
Education Level
Masters
Projects
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React
Job Role
Frontend Developer
Cleaned Text
professional",resume r3339 resume id r3339 resume text professional resume skill nlp python django kubernetes experience year education level master project designed scalable backend system using node.js built machine learning model predicting customer churn developed web application using flask react job role frontend developer cleaned text professional,Experience Years,,4,[],,"['Django', 'Flask', 'JavaScript', 'Kubernetes', 'Machine Learning', 'Node.js', 'Python', 'React']",[],"['JavaScript', 'Python']","['Django', 'Flask', 'Node.js', 'React']",[],[],[],['Kubernetes'],[],[],[],"[{'project_name': 'Designed scalable backend systems using Node.js', 'role': None, 'technologies': ['Flask', 'JavaScript', 'Machine Learning', 'Node.js', 'React'], 'description': 'Built a machine learning model for predicting customer churn Developed a web application using Flask and React Job Role Frontend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Django', 'Flask', 'JavaScript', 'Kubernetes', 'Machine Learning', 'Node.js', 'Python', 'React']"
R2650,R2650.docx,docx,"Resume R2650
Resume Id
R2650
Resume Text
Professional
Resume Skills
React, Java, SQL, Power BI, Node.js, Flask, TensorFlow
Experience Years
5
Education Level
Masters
Projects
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn
Job Role
Data Analyst
Cleaned Text
professional",resume r2650 resume id r2650 resume text professional resume skill react java sql power bi node.js flask tensorflow experience year education level master project implemented deep learning model using tensorflow built machine learning model predicting customer churn job role data analyst cleaned text professional,Experience Years,,5,[],,"['Deep Learning', 'Flask', 'Java', 'JavaScript', 'Machine Learning', 'Node.js', 'React', 'SQL', 'TensorFlow']",[],"['Java', 'JavaScript', 'SQL']","['Flask', 'Node.js', 'React']",['TensorFlow'],[],[],[],[],[],[],"[{'project_name': 'Implemented deep learning models using TensorFlow', 'role': None, 'technologies': ['Deep Learning', 'Machine Learning', 'TensorFlow'], 'description': 'Built a machine learning model for predicting customer churn Job Role Data Analyst Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Flask', 'Java', 'JavaScript', 'Machine Learning', 'Node.js', 'React', 'SQL', 'TensorFlow']"
R1685,R1685.docx,docx,"Resume R1685
Resume Id
R1685
Resume Text
Professional
Resume Skills
Data Analysis, Java, Excel
Experience Years
3
Education Level
PhD
Projects
- Implemented deep learning models using TensorFlow
Job Role
Data Analyst
Cleaned Text
professional",resume r1685 resume id r1685 resume text professional resume skill data analysis java excel experience year education level phd project implemented deep learning model using tensorflow job role data analyst cleaned text professional,Experience Years,,3,[],,"['Deep Learning', 'Java', 'TensorFlow']",[],['Java'],[],['TensorFlow'],[],[],[],[],[],[],"[{'project_name': 'Implemented deep learning models using TensorFlow', 'role': None, 'technologies': ['Deep Learning', 'TensorFlow'], 'description': 'Job Role Data Analyst Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Java', 'TensorFlow']"
R4511,R4511.docx,docx,"Resume R4511
Resume Id
R4511
Resume Text
Professional
Resume Skills
React, Python, Django, Excel, Java, Deep Learning, Kubernetes, SQL
Experience Years
8
Education Level
Bachelors
Projects
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React
Job Role
Backend Developer
Cleaned Text
professional",resume r4511 resume id r4511 resume text professional resume skill react python django excel java deep learning kubernetes sql experience year education level bachelor project designed scalable backend system using node.js developed web application using flask react job role backend developer cleaned text professional,Experience Years,,8,[],,"['Deep Learning', 'Django', 'Flask', 'Java', 'JavaScript', 'Kubernetes', 'Node.js', 'Python', 'React', 'SQL']",[],"['Java', 'JavaScript', 'Python', 'SQL']","['Django', 'Flask', 'Node.js', 'React']",[],[],[],['Kubernetes'],[],[],[],"[{'project_name': 'Designed scalable backend systems using Node.js', 'role': None, 'technologies': ['Flask', 'JavaScript', 'Node.js', 'React'], 'description': 'Developed a web application using Flask and React Job Role Backend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Django', 'Flask', 'Java', 'JavaScript', 'Kubernetes', 'Node.js', 'Python', 'React', 'SQL']"
R5838,R5838.docx,docx,"Resume R5838
Resume Id
R5838
Resume Text
Professional
Resume Skills
Deep Learning, Kubernetes, Data Analysis, NLP
Experience Years
5
Education Level
Bachelors
Projects
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI
Job Role
Backend Developer
Cleaned Text
professional",resume r5838 resume id r5838 resume text professional resume skill deep learning kubernetes data analysis nlp experience year education level bachelor project developed web application using flask react implemented deep learning model using tensorflow created interactive dashboard using power bi job role backend developer cleaned text professional,Experience Years,,5,[],,"['Deep Learning', 'Flask', 'Kubernetes', 'React', 'TensorFlow']",[],[],"['Flask', 'React']",['TensorFlow'],[],[],['Kubernetes'],[],[],[],"[{'project_name': 'Developed a web application using Flask and React', 'role': None, 'technologies': ['Deep Learning', 'Flask', 'React', 'TensorFlow'], 'description': 'Implemented deep learning models using TensorFlow Created interactive dashboards using Power BI Job Role Backend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Flask', 'Kubernetes', 'React', 'TensorFlow']"
R4365,R4365.docx,docx,"Resume R4365
Resume Id
R4365
Resume Text
Professional
Resume Skills
Data Analysis, Docker, Power BI, Java, React, C++, Machine Learning
Experience Years
6
Education Level
Bachelors
Projects
- Designed scalable backend systems using Node.js
Job Role
Data Analyst
Cleaned Text
professional",resume r4365 resume id r4365 resume text professional resume skill data analysis docker power bi java react c++ machine learning experience year education level bachelor project designed scalable backend system using node.js job role data analyst cleaned text professional,Experience Years,,6,[],,"['C', 'C++', 'Docker', 'Java', 'JavaScript', 'Machine Learning', 'Node.js', 'React']",[],"['C', 'C++', 'Java', 'JavaScript']","['Node.js', 'React']",[],[],[],['Docker'],[],[],[],"[{'project_name': 'Designed scalable backend systems using Node.js', 'role': None, 'technologies': ['JavaScript', 'Node.js'], 'description': 'Job Role Data Analyst Cleaned Text professional'}]",[],[],['Education'],[],[],"['C', 'C++', 'Docker', 'Java', 'JavaScript', 'Machine Learning', 'Node.js', 'React']"
R5067,R5067.docx,docx,"Resume R5067
Resume Id
R5067
Resume Text
Professional
Resume Skills
NLP, Excel, Machine Learning, TensorFlow, Django, Kubernetes, Flask
Experience Years
1
Education Level
Bachelors
Projects
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
Job Role
ML Engineer
Cleaned Text
professional",resume r5067 resume id r5067 resume text professional resume skill nlp excel machine learning tensorflow django kubernetes flask experience year education level bachelor project designed scalable backend system using node.js implemented deep learning model using tensorflow job role ml engineer cleaned text professional,Experience Years,,1,[],,"['Deep Learning', 'Django', 'Flask', 'JavaScript', 'Kubernetes', 'Machine Learning', 'Node.js', 'TensorFlow']",[],['JavaScript'],"['Django', 'Flask', 'Node.js']",['TensorFlow'],[],[],['Kubernetes'],[],[],[],"[{'project_name': 'Designed scalable backend systems using Node.js', 'role': None, 'technologies': ['Deep Learning', 'JavaScript', 'Machine Learning', 'Node.js', 'TensorFlow'], 'description': 'Implemented deep learning models using TensorFlow Job Role ML Engineer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Django', 'Flask', 'JavaScript', 'Kubernetes', 'Machine Learning', 'Node.js', 'TensorFlow']"
R2774,R2774.docx,docx,"Resume R2774
Resume Id
R2774
Resume Text
Professional
Resume Skills
Python, Power BI, Django, Docker, Java, Deep Learning, Node.js, Data Analysis
Experience Years
4
Education Level
PhD
Projects
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI
Job Role
Frontend Developer
Cleaned Text
professional",resume r2774 resume id r2774 resume text professional resume skill python power bi django docker java deep learning node.js data analysis experience year education level phd project implemented deep learning model using tensorflow designed scalable backend system using node.js created interactive dashboard using power bi job role frontend developer cleaned text professional,Experience Years,,4,[],,"['Deep Learning', 'Django', 'Docker', 'Java', 'JavaScript', 'Node.js', 'Python', 'TensorFlow']",[],"['Java', 'JavaScript', 'Python']","['Django', 'Node.js']",['TensorFlow'],[],[],['Docker'],[],[],[],"[{'project_name': 'Implemented deep learning models using TensorFlow', 'role': None, 'technologies': ['Deep Learning', 'JavaScript', 'Node.js', 'TensorFlow'], 'description': 'Designed scalable backend systems using Node.js Created interactive dashboards using Power BI Job Role Frontend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Django', 'Docker', 'Java', 'JavaScript', 'Node.js', 'Python', 'TensorFlow']"
R372,R372.docx,docx,"Resume R372
Resume Id
R372
Resume Text
Professional
Resume Skills
TensorFlow, Python, Django
Experience Years
10
Education Level
Bachelors
Projects
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI
Job Role
ML Engineer
Cleaned Text
professional",resume r372 resume id r372 resume text professional resume skill tensorflow python django experience year 10 education level bachelor project implemented deep learning model using tensorflow created interactive dashboard using power bi job role ml engineer cleaned text professional,Experience Years,,10,[],,"['Deep Learning', 'Django', 'Machine Learning', 'Python', 'TensorFlow']",[],['Python'],['Django'],['TensorFlow'],[],[],[],[],[],[],"[{'project_name': 'Implemented deep learning models using TensorFlow', 'role': None, 'technologies': ['Deep Learning', 'Machine Learning', 'TensorFlow'], 'description': 'Created interactive dashboards using Power BI Job Role ML Engineer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Django', 'Machine Learning', 'Python', 'TensorFlow']"
R4450,R4450.docx,docx,"Resume R4450
Resume Id
R4450
Resume Text
Professional
Resume Skills
React, Python, Django, Deep Learning, PyTorch, Docker, Excel
Experience Years
1
Education Level
Masters
Projects
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn
Job Role
Frontend Developer
Cleaned Text
professional",resume r4450 resume id r4450 resume text professional resume skill react python django deep learning pytorch docker excel experience year education level master project created interactive dashboard using power bi designed scalable backend system using node.js built machine learning model predicting customer churn job role frontend developer cleaned text professional,Experience Years,,1,[],,"['Deep Learning', 'Django', 'Docker', 'JavaScript', 'Machine Learning', 'Node.js', 'Python', 'PyTorch', 'React']",[],"['JavaScript', 'Python']","['Django', 'Node.js', 'React']",['PyTorch'],[],[],['Docker'],[],[],[],"[{'project_name': 'Created interactive dashboards using Power BI', 'role': None, 'technologies': ['JavaScript', 'Machine Learning', 'Node.js'], 'description': 'Designed scalable backend systems using Node.js Built a machine learning model for predicting customer churn Job Role Frontend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Django', 'Docker', 'JavaScript', 'Machine Learning', 'Node.js', 'Python', 'PyTorch', 'React']"
R2131,R2131.docx,docx,"Resume R2131
Resume Id
R2131
Resume Text
Professional
Resume Skills
Machine Learning, Flask, Deep Learning, TensorFlow, Java, Django
Experience Years
1
Education Level
PhD
Projects
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js
Job Role
Software Engineer
Cleaned Text
professional",resume r2131 resume id r2131 resume text professional resume skill machine learning flask deep learning tensorflow java django experience year education level phd project implemented deep learning model using tensorflow designed scalable backend system using node.js job role software engineer cleaned text professional,Experience Years,,1,[],,"['Deep Learning', 'Django', 'Flask', 'Java', 'JavaScript', 'Machine Learning', 'Node.js', 'TensorFlow']",[],"['Java', 'JavaScript']","['Django', 'Flask', 'Node.js']",['TensorFlow'],[],[],[],[],[],[],"[{'project_name': 'Implemented deep learning models using TensorFlow', 'role': None, 'technologies': ['Deep Learning', 'JavaScript', 'Node.js', 'TensorFlow'], 'description': 'Designed scalable backend systems using Node.js Job Role Software Engineer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Django', 'Flask', 'Java', 'JavaScript', 'Machine Learning', 'Node.js', 'TensorFlow']"
R2085,R2085.docx,docx,"Resume R2085
Resume Id
R2085
Resume Text
Professional
Resume Skills
Machine Learning, Docker, Flask, Power BI
Experience Years
7
Education Level
PhD
Projects
- Developed a web application using Flask and React
Job Role
Data Scientist
Cleaned Text
professional",resume r2085 resume id r2085 resume text professional resume skill machine learning docker flask power bi experience year education level phd project developed web application using flask react job role data scientist cleaned text professional,Experience Years,,7,[],,"['Docker', 'Flask', 'Machine Learning', 'React']",[],[],"['Flask', 'React']",[],[],[],['Docker'],[],[],[],"[{'project_name': 'Developed a web application using Flask and React', 'role': None, 'technologies': ['Flask', 'React'], 'description': 'Job Role Data Scientist Cleaned Text professional'}]",[],[],['Education'],['Data Science'],[],"['Data Science', 'Docker', 'Flask', 'Machine Learning', 'React']"
R1096,R1096.docx,docx,"Resume R1096
Resume Id
R1096
Resume Text
Professional
Resume Skills
Kubernetes, Data Analysis, Excel, Java, C++
Experience Years
1
Education Level
PhD
Projects
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn
Job Role
Data Analyst
Cleaned Text
professional",resume r1096 resume id r1096 resume text professional resume skill kubernetes data analysis excel java c++ experience year education level phd project designed scalable backend system using node.js built machine learning model predicting customer churn job role data analyst cleaned text professional,Experience Years,,1,[],,"['C', 'C++', 'Java', 'JavaScript', 'Kubernetes', 'Machine Learning', 'Node.js']",[],"['C', 'C++', 'Java', 'JavaScript']",['Node.js'],[],[],[],['Kubernetes'],[],[],[],"[{'project_name': 'Designed scalable backend systems using Node.js', 'role': None, 'technologies': ['JavaScript', 'Machine Learning', 'Node.js'], 'description': 'Built a machine learning model for predicting customer churn Job Role Data Analyst Cleaned Text professional'}]",[],[],['Education'],[],[],"['C', 'C++', 'Java', 'JavaScript', 'Kubernetes', 'Machine Learning', 'Node.js']"
R561,R561.docx,docx,"Resume R561
Resume Id
R561
Resume Text
Professional
Resume Skills
Deep Learning, NLP, PyTorch, SQL, Data Analysis, Flask, Java
Experience Years
0
Education Level
Masters
Projects
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js
Job Role
Frontend Developer
Cleaned Text
professional",resume r561 resume id r561 resume text professional resume skill deep learning nlp pytorch sql data analysis flask java experience year education level master project built machine learning model predicting customer churn created interactive dashboard using power bi designed scalable backend system using node.js job role frontend developer cleaned text professional,Experience Years,,0,[],,"['Deep Learning', 'Flask', 'Java', 'JavaScript', 'Machine Learning', 'Node.js', 'PyTorch', 'SQL']",[],"['Java', 'JavaScript', 'SQL']","['Flask', 'Node.js']",['PyTorch'],[],[],[],[],[],[],"[{'project_name': 'Built a machine learning model for predicting customer churn', 'role': None, 'technologies': ['JavaScript', 'Machine Learning', 'Node.js'], 'description': 'Created interactive dashboards using Power BI Designed scalable backend systems using Node.js Job Role Frontend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Flask', 'Java', 'JavaScript', 'Machine Learning', 'Node.js', 'PyTorch', 'SQL']"
R4524,R4524.docx,docx,"Resume R4524
Resume Id
R4524
Resume Text
Professional
Resume Skills
Machine Learning, Docker, Django, Excel, C++, Node.js
Experience Years
6
Education Level
PhD
Projects
- Implemented deep learning models using TensorFlow
- Developed a web application using Flask and React
Job Role
Frontend Developer
Cleaned Text
professional",resume r4524 resume id r4524 resume text professional resume skill machine learning docker django excel c++ node.js experience year education level phd project implemented deep learning model using tensorflow developed web application using flask react job role frontend developer cleaned text professional,Experience Years,,6,[],,"['C', 'C++', 'Deep Learning', 'Django', 'Docker', 'Flask', 'JavaScript', 'Machine Learning', 'Node.js', 'React', 'TensorFlow']",[],"['C', 'C++', 'JavaScript']","['Django', 'Flask', 'Node.js', 'React']",['TensorFlow'],[],[],['Docker'],[],[],[],"[{'project_name': 'Implemented deep learning models using TensorFlow', 'role': None, 'technologies': ['Deep Learning', 'Flask', 'React', 'TensorFlow'], 'description': 'Developed a web application using Flask and React Job Role Frontend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['C', 'C++', 'Deep Learning', 'Django', 'Docker', 'Flask', 'JavaScript', 'Machine Learning', 'Node.js', 'React', 'TensorFlow']"
R2141,R2141.docx,docx,"Resume R2141
Resume Id
R2141
Resume Text
Professional
Resume Skills
TensorFlow, Python, Excel, C++
Experience Years
7
Education Level
Bachelors
Projects
- Built a machine learning model for predicting customer churn
Job Role
Backend Developer
Cleaned Text
professional",resume r2141 resume id r2141 resume text professional resume skill tensorflow python excel c++ experience year education level bachelor project built machine learning model predicting customer churn job role backend developer cleaned text professional,Experience Years,,7,[],,"['C', 'C++', 'Machine Learning', 'Python', 'TensorFlow']",[],"['C', 'C++', 'Python']",[],['TensorFlow'],[],[],[],[],[],[],"[{'project_name': 'Built a machine learning model for predicting customer churn', 'role': None, 'technologies': ['Machine Learning'], 'description': 'Job Role Backend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['C', 'C++', 'Machine Learning', 'Python', 'TensorFlow']"
R2703,R2703.docx,docx,"Resume R2703
Resume Id
R2703
Resume Text
Professional
Resume Skills
C++, Node.js, Docker, Kubernetes, React, PyTorch, Django
Experience Years
4
Education Level
Masters
Projects
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI
Job Role
Data Analyst
Cleaned Text
professional",resume r2703 resume id r2703 resume text professional resume skill c++ node.js docker kubernetes react pytorch django experience year education level master project built machine learning model predicting customer churn created interactive dashboard using power bi job role data analyst cleaned text professional,Experience Years,,4,[],,"['C', 'C++', 'Django', 'Docker', 'JavaScript', 'Kubernetes', 'Machine Learning', 'Node.js', 'PyTorch', 'React']",[],"['C', 'C++', 'JavaScript']","['Django', 'Node.js', 'React']",['PyTorch'],[],[],"['Docker', 'Kubernetes']",[],[],[],"[{'project_name': 'Built a machine learning model for predicting customer churn', 'role': None, 'technologies': ['Machine Learning'], 'description': 'Created interactive dashboards using Power BI Job Role Data Analyst Cleaned Text professional'}]",[],[],['Education'],[],[],"['C', 'C++', 'Django', 'Docker', 'JavaScript', 'Kubernetes', 'Machine Learning', 'Node.js', 'PyTorch', 'React']"
R2805,R2805.docx,docx,"Resume R2805
Resume Id
R2805
Resume Text
Professional
Resume Skills
React, Cloud Computing, C++, Deep Learning
Experience Years
8
Education Level
Bachelors
Projects
- Designed scalable backend systems using Node.js
Job Role
Data Analyst
Cleaned Text
professional",resume r2805 resume id r2805 resume text professional resume skill react cloud computing c++ deep learning experience year education level bachelor project designed scalable backend system using node.js job role data analyst cleaned text professional,Experience Years,,8,[],,"['C', 'C++', 'Deep Learning', 'JavaScript', 'Node.js', 'React']",[],"['C', 'C++', 'JavaScript']","['Node.js', 'React']",[],[],[],[],[],[],[],"[{'project_name': 'Designed scalable backend systems using Node.js', 'role': None, 'technologies': ['JavaScript', 'Node.js'], 'description': 'Job Role Data Analyst Cleaned Text professional'}]",[],[],['Education'],[],[],"['C', 'C++', 'Deep Learning', 'JavaScript', 'Node.js', 'React']"
R1904,R1904.docx,docx,"Resume R1904
Resume Id
R1904
Resume Text
Professional
Resume Skills
Cloud Computing, TensorFlow, Kubernetes, Django, Power BI, React, Docker
Experience Years
0
Education Level
Masters
Projects
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn
Job Role
Backend Developer
Cleaned Text
professional",resume r1904 resume id r1904 resume text professional resume skill cloud computing tensorflow kubernetes django power bi react docker experience year education level master project created interactive dashboard using power bi built machine learning model predicting customer churn job role backend developer cleaned text professional,Experience Years,,0,[],,"['Django', 'Docker', 'Kubernetes', 'Machine Learning', 'React', 'TensorFlow']",[],[],"['Django', 'React']",['TensorFlow'],[],[],"['Docker', 'Kubernetes']",[],[],[],"[{'project_name': 'Created interactive dashboards using Power BI', 'role': None, 'technologies': ['Machine Learning'], 'description': 'Built a machine learning model for predicting customer churn Job Role Backend Developer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Django', 'Docker', 'Kubernetes', 'Machine Learning', 'React', 'TensorFlow']"
R3957,R3957.docx,docx,"Resume R3957
Resume Id
R3957
Resume Text
Professional
Resume Skills
Django, Machine Learning, React, Data Analysis, Excel, SQL
Experience Years
3
Education Level
Bachelors
Projects
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
Job Role
Software Engineer
Cleaned Text
professional",resume r3957 resume id r3957 resume text professional resume skill django machine learning react data analysis excel sql experience year education level bachelor project designed scalable backend system using node.js implemented deep learning model using tensorflow job role software engineer cleaned text professional,Experience Years,,3,[],,"['Deep Learning', 'Django', 'JavaScript', 'Machine Learning', 'Node.js', 'React', 'SQL', 'TensorFlow']",[],"['JavaScript', 'SQL']","['Django', 'Node.js', 'React']",['TensorFlow'],[],[],[],[],[],[],"[{'project_name': 'Designed scalable backend systems using Node.js', 'role': None, 'technologies': ['Deep Learning', 'JavaScript', 'Node.js', 'TensorFlow'], 'description': 'Implemented deep learning models using TensorFlow Job Role Software Engineer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Django', 'JavaScript', 'Machine Learning', 'Node.js', 'React', 'SQL', 'TensorFlow']"
R4187,R4187.docx,docx,"Resume R4187
Resume Id
R4187
Resume Text
Professional
Resume Skills
Power BI, Java, Python, Docker, Deep Learning
Experience Years
3
Education Level
Bachelors
Projects
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn
Job Role
Software Engineer
Cleaned Text
professional",resume r4187 resume id r4187 resume text professional resume skill power bi java python docker deep learning experience year education level bachelor project implemented deep learning model using tensorflow built machine learning model predicting customer churn job role software engineer cleaned text professional,Experience Years,,3,[],,"['Deep Learning', 'Docker', 'Java', 'Machine Learning', 'Python', 'TensorFlow']",[],"['Java', 'Python']",[],['TensorFlow'],[],[],['Docker'],[],[],[],"[{'project_name': 'Implemented deep learning models using TensorFlow', 'role': None, 'technologies': ['Deep Learning', 'Machine Learning', 'TensorFlow'], 'description': 'Built a machine learning model for predicting customer churn Job Role Software Engineer Cleaned Text professional'}]",[],[],['Education'],[],[],"['Deep Learning', 'Docker', 'Java', 'Machine Learning', 'Python', 'TensorFlow']"
